x,y,Amp,row_x,row_y
7.0,-5.0,2.4148709269193107,6.760003948640389,-4.522569100146402
-1.0,4.0,4.900501181789225,-1.3079043409908646,4.269189840863552
1.0,-0.0,1.1880333505383573,1.2933877179291215,-0.3899160729879254
2.0,-8.0,4.472728573241382,2.0462478772359862,-7.7839224723465374
-3.0,-1.0,0.20949460258366331,-3.2765766925259054,-1.3331120397645115
-10.0,-8.0,1.6582812413368724,-9.99318419978945,-7.65846312324401
-0.0,3.0,2.4919020899971707,-0.3141688383765704,3.194592906889296
6.0,-4.0,0.45568614930635604,6.4615943176131445,-3.933165501745588
-7.0,-8.0,1.3938847736823943,-6.542270447997511,-7.613055501244395
-5.0,10.0,0.6933492771355132,-5.329487992958667,9.675261036980455
4.0,-2.0,0.6832737852573023,4.209945382658162,-1.9271277540345162
1.0,0.0,0.9194660187719433,1.2372614036806056,0.36348404790680533
-1.0,1.0,1.911764089068027,-0.5805929130565808,0.9829744583845681
4.0,9.0,1.22710675241266,4.0730547738566045,8.54450134543734
-7.0,2.0,2.013182537524656,-6.632179551814362,2.2425825617755724
-10.0,-5.0,1.6118767137141643,-10.043399489163255,-5.342745949600893
-7.0,9.0,1.1673608520514729,-7.185566844361899,8.51462729736527
-4.0,5.0,3.8735721281281017,-3.9843357666263195,5.373714049876762
-2.0,3.0,1.6220891466974021,-1.537365970643192,2.5111301716198327
-6.0,3.0,3.8084324498693327,-6.039501427399397,2.8214534818883568
-2.0,-7.0,2.505849679049529,-1.8486390858348543,-7.020268146312677
-6.0,-0.0,1.8215022384568051,-6.279435369934951,-0.12491558176662654
-2.0,9.0,1.4770266729023362,-2.3465440346537125,8.537331429272406
-8.0,6.0,1.4124359309063705,-7.553629695928805,6.287962490560485
-9.0,-1.0,1.115509260709732,-8.788779125477557,-1.396926021407312
-10.0,0.0,3.0175617404846524,-9.521931414335699,0.20876445641910202
-4.0,9.0,0.781066891098537,-3.6466439684472647,8.56864429980245
-7.0,-5.0,0.7447994415695152,-6.695251606561756,-5.136110137035305
8.0,10.0,2.0438249895711884,7.610747784313837,10.029527508290506
