x,y,Amp,row_x,row_y
3.0,6.0,2.8801633063787793,3.040162827763748,6.289995838446687
-4.0,-0.0,2.8753842926297475,-3.642669051956105,-0.3270530889219412
-7.0,-5.0,2.1323042840728688,-6.885720426274096,-4.598523356229955
4.0,-5.0,1.5983096934766932,3.9144241937145097,-4.987978625363895
4.0,8.0,1.5393138542826497,3.606724993080679,7.69482796516572
-3.0,2.0,1.577100012527338,-2.904023430518304,1.8939968003659118
-1.0,8.0,0.5556087339178043,-0.7122814003898661,8.206321048674852
-0.0,4.0,1.3681238688140942,-0.37595940630996516,4.048029547360496
-2.0,6.0,1.1811308390038775,-1.7579864695414074,5.503142562882818
-1.0,-2.0,2.5572723431382705,-1.058159587682523,-1.845306733026415
-8.0,8.0,1.9365386138374237,-8.472820815416348,8.481452937090538
-9.0,7.0,3.5497887510728576,-8.837007881974465,6.758170118050277
-2.0,8.0,1.0568053954735708,-2.2820099355749415,7.62752843712579
-7.0,7.0,4.559935054489413,-6.797639048612329,7.110699551656884
-8.0,-4.0,2.043866896784379,-8.01977960103868,-4.475454785602008
1.0,3.0,2.021233031083057,0.5969900829917183,3.205629704673015
3.0,6.0,0.8696251635796126,2.950933506092694,6.279243290621487
-5.0,-3.0,4.133561276438205,-5.040314273303123,-3.435758874601482
1.0,7.0,2.163168132518355,0.6029563193953109,6.68198102824994
-1.0,-4.0,0.41581099038106323,-0.8696293539428499,-4.14721947469416
-1.0,7.0,2.0187160140142972,-0.8846674174609177,7.317543550304382
3.0,-0.0,2.842988800697545,3.4605792221725302,-0.20422484952352526
-8.0,-4.0,1.5946118385846224,-7.6941881814638675,-3.778011773547183
-4.0,-2.0,1.9254319219853098,-3.5359956408399533,-2.0280073656485342
3.0,8.0,1.8344624024643517,3.297044937197194,8.45295513578761
-7.0,-0.0,1.8755673483041684,-7.035725833799026,-0.3555686109482723
-5.0,2.0,1.3813181392052833,-5.170091246788922,1.9112336172160322
-6.0,9.0,2.076768321434981,-5.5818370116911895,8.855270814604324
-6.0,8.0,1.4406177201222636,-6.190908898957203,7.592941405946716
-5.0,-1.0,1.8526026096454435,-5.297329701780876,-1.3832440561639885
-7.0,2.0,2.0000529673651632,-6.598222346259971,2.007022216742887
-3.0,-1.0,5.1524562422023585,-2.8718588982323103,-0.8380828329013319
-4.0,-2.0,2.2267738893221463,-4.356608353231131,-1.8799050846352792
-9.0,4.0,1.03684711128855,-8.826892543529283,4.300249040297446
-3.0,-4.0,2.130526759758403,-3.1419569166575716,-3.8452616808581284
-0.0,-2.0,2.208837040949655,-0.29036277670915567,-1.9890744672773417
-8.0,-0.0,1.330565743461887,-7.728751855372985,-0.43897908647274164
3.0,0.0,3.571712557500201,2.556467041949027,0.3100834972401554
-5.0,6.0,1.2996654354000243,-4.882623628953179,5.666727094335814
-8.0,1.0,1.5132926996095244,-7.912711572865087,0.5042714328908744
-1.0,-2.0,1.7022772080433344,-1.4484679861197227,-2.047260704476447
-6.0,5.0,0.8121834896601358,-6.231419889629765,4.92296115315817
-9.0,0.0,4.465271354690381,-8.508132537863586,0.14870206967523458
2.0,-2.0,1.3869641333352907,1.7840201723953228,-2.2563775854735777
5.0,5.0,2.2890969413068585,4.781458906192233,4.639775955889421
-7.0,5.0,0.42591975868923426,-7.063952730057318,4.50737410631459
-0.0,5.0,2.1279166068337902,-0.17458771932500738,5.0983559626199835
2.0,0.0,1.7517147439425458,2.3786754161633663,0.3489221150223525
1.0,5.0,1.624722547569022,0.5384969063330409,4.702502975475516
-1.0,9.0,1.7650224063840954,-1.1673804543228696,8.672804000108162
3.0,-3.0,0.6315962094935148,3.2563160472568384,-2.538391966146958
-5.0,7.0,1.962129735564191,-4.508075798183813,6.884337027575974
-7.0,4.0,2.488677233092205,-6.927536181590953,4.18036496563648
3.0,6.0,1.8098918083810456,2.684106607911801,5.613426926033961
-5.0,3.0,0.3115482105186081,-5.339674153203611,3.19609943238593
-4.0,-1.0,1.7250587933598929,-4.396614049609921,-1.0583352384723046
-3.0,8.0,1.5340221887866594,-3.496338732680673,8.034096297152363
-6.0,6.0,4.667780574424984,-6.264627121072191,5.730128388863571
-4.0,-1.0,1.9717140239470536,-4.217804129690555,-1.1107940124006008
-8.0,2.0,2.303988224618702,-8.355765645902975,1.7001016581206292
