x,y,Amp,row_x,row_y
0.0,-3.0,0.8968483337514921,0.05321764057965872,-2.587026535840197
-1.0,-2.0,0.5311684675490947,-1.2080386843504662,-2.4495135356031623
-1.0,3.0,0.6478291792477013,-0.8264139894908906,2.533659576475679
3.0,1.0,1.0326185522201772,2.9237393425759866,1.4227721628067087
-5.0,-2.0,1.4032296356520502,-4.695393712364515,-2.2901268781271895
-4.0,-1.0,4.020660196336703,-3.821791674072701,-0.617820941497282
-2.0,0.0,2.792925704151595,-1.8920084943218818,0.42653632738132785
2.0,-1.0,2.7779228610791087,1.9642011841858071,-1.3910892139495799
-0.0,-2.0,1.882144830201281,-0.1378878678998099,-1.505425173208832
-2.0,2.0,2.4509624509690617,-1.821106094716722,2.439327335274779
2.0,0.0,0.7294470116260723,2.033569541297661,0.4323217736327649
1.0,2.0,0.9730136284739088,1.0804055357827087,2.1164582387686472
-5.0,0.0,2.3475163655534677,-4.582422463261293,0.2981144657605874
-0.0,-0.0,0.6773656907411941,-0.3661141755923829,-0.009132380438876098
-0.0,4.0,0.841818781795392,-0.3251513492738578,3.8880093921596597
0.0,-1.0,2.728366524152416,0.4332493855572652,-1.4076557933847882
-2.0,-1.0,0.6843490794860992,-1.9667198716279737,-1.4906726243394912
1.0,1.0,2.644288268124134,0.6878746357191687,1.2318765764072754
-2.0,3.0,6.364873855051945,-1.919953188484925,3.2673007812530592
-1.0,-1.0,4.4095535111842725,-0.9267156948658926,-1.3349340262596723
2.0,-2.0,4.773428388168809,1.8336507487346765,-2.063585486077809
2.0,3.0,5.246416451555793,1.8647960886756518,2.65253893859383
-4.0,2.0,2.5927268862348383,-3.9532092767499663,2.451060223115072
-2.0,-2.0,1.650217012921784,-2.424514924213171,-2.442340771452037
-2.0,1.0,2.240427697209401,-1.8891043319843615,1.3619973717084264
-1.0,-1.0,2.8424284778741105,-1.2905704841621555,-1.3825470200311303
1.0,-2.0,0.7863947170617054,0.7180880947624733,-2.3168155043867786
1.0,3.0,3.0415716509307495,0.7945649670130148,2.7675646687912456
-2.0,4.0,3.7920324866606303,-2.335174867745729,3.9001678954251044
-4.0,-0.0,1.027929862390385,-3.857164925861724,-0.17804349425759014
